,payment method,categoria Horeca,metodo Pagamento,venduto,citta,macroregione,regione,provincia,data,transazione media,Profitto
1893,mastercard,Pasticceria,bancomat,153781,Ciciliano,Centro,Lazio,Roma,2024-03-08,7,53834
1894,bancomat,Enoteca,paypal,886244,Ciciliano,Centro,Lazio,Roma,2024-03-09,33,87461
1895,carta fedelta,Enoteca,carta fedelta,153266,Ciciliano,Centro,Lazio,Roma,2024-03-10,9,53044
1896,visa,Ristorante,postepay,420526,Ciciliano,Centro,Lazio,Roma,2024-03-11,90,116399
1897,postepay,Hotel,carta fedelta,196997,Ciciliano,Centro,Lazio,Roma,2024-03-12,80,71121
1898,paypal,Pizzeria,satispay,457546,Ciciliano,Centro,Lazio,Roma,2024-03-13,77,23434
1899,satispay,Hotel,postepay,944335,Ciciliano,Centro,Lazio,Roma,2024-03-14,74,423360
1900,contante,Stabilimento Balneare,bancomat,314440,Monte Compatri,Centro,Lazio,Roma,2024-03-15,81,40505
1901,buono pasto,Hotel,maestro,521476,Monte Compatri,Centro,Lazio,Roma,2024-03-16,74,21589
1902,maestro,Stabilimento Balneare,visa,418658,Monte Compatri,Centro,Lazio,Roma,2024-03-17,99,71779
1903,mastercard,Hotel,bancomat,580608,Monte Compatri,Centro,Lazio,Roma,2024-03-18,99,115134
1904,bancomat,Hotel,mastercard,150209,Monte Compatri,Centro,Lazio,Roma,2024-03-19,27,8930
1905,carta fedelta,Bar,satispay,254330,Monte Compatri,Centro,Lazio,Roma,2024-03-20,52,80084
1906,visa,Hotel,buono pasto,678121,Monte Compatri,Centro,Lazio,Roma,2024-03-21,2,90433
1907,postepay,Pizzeria,visa,719488,Monte Compatri,Centro,Lazio,Roma,2024-03-22,94,233684
1908,paypal,Pasticceria,bancomat,354548,Monte Compatri,Centro,Lazio,Roma,2024-03-23,97,59561
1909,satispay,Pasticceria,bancomat,386300,Monte Compatri,Centro,Lazio,Roma,2024-03-24,36,65050
1910,contante,Ristorante,mastercard,191562,Nettuno,Centro,Lazio,Roma,2024-03-25,86,82811
1911,buono pasto,Stabilimento Balneare,visa,503639,Nettuno,Centro,Lazio,Roma,2024-03-26,57,156741
1912,maestro,Ristorante,contante,324147,Nettuno,Centro,Lazio,Roma,2024-03-27,62,39260
1913,mastercard,Ristorante,bancomat,367556,Nettuno,Centro,Lazio,Roma,2024-03-28,83,31699
1914,bancomat,Pizzeria,visa,920985,Nettuno,Centro,Lazio,Roma,2024-03-29,52,306608
1915,carta fedelta,Bar,visa,897966,Nettuno,Centro,Lazio,Roma,2024-03-30,86,231139
1916,visa,Pizzeria,postepay,600438,Nettuno,Centro,Lazio,Roma,2024-03-31,46,73064
1917,postepay,Bar,buono pasto,548899,Nettuno,Centro,Lazio,Roma,2024-04-01,75,174821
1918,paypal,Ristorante,paypal,412742,Nettuno,Centro,Lazio,Roma,2024-04-02,88,27602
1919,satispay,Ristorante,maestro,268961,Nettuno,Centro,Lazio,Roma,2024-04-03,45,29930
1920,contante,Pasticceria,carta fedelta,53432,Riofreddo,Centro,Lazio,Roma,2024-04-04,9,19292
1921,buono pasto,Stabilimento Balneare,mastercard,297003,Riofreddo,Centro,Lazio,Roma,2024-04-05,2,16228
1922,maestro,Ristorante,bancomat,763589,Riofreddo,Centro,Lazio,Roma,2024-04-06,9,302181
1923,mastercard,Bar,maestro,563688,Riofreddo,Centro,Lazio,Roma,2024-04-07,95,257676
1924,bancomat,Ristorante,postepay,90894,Riofreddo,Centro,Lazio,Roma,2024-04-08,15,21610
1925,carta fedelta,Enoteca,contante,789401,Riofreddo,Centro,Lazio,Roma,2024-04-09,46,89021
1926,visa,Hotel,visa,952199,Riofreddo,Centro,Lazio,Roma,2024-04-10,13,22151
1927,postepay,Stabilimento Balneare,maestro,148026,Riofreddo,Centro,Lazio,Roma,2024-04-11,50,50124
1928,paypal,Hotel,paypal,444293,Riofreddo,Centro,Lazio,Roma,2024-04-12,95,140004
1929,satispay,Hotel,postepay,356204,Riofreddo,Centro,Lazio,Roma,2024-04-13,34,7556
1930,contante,Bar,maestro,133834,Casalattico,Centro,Lazio,Frosinone,2024-04-14,15,66694
1931,buono pasto,Ristorante,carta fedelta,219853,Casalattico,Centro,Lazio,Frosinone,2024-04-15,93,4463
1932,maestro,Enoteca,postepay,423538,Casalattico,Centro,Lazio,Frosinone,2024-04-16,93,1902
1933,mastercard,Stabilimento Balneare,postepay,395865,Casalattico,Centro,Lazio,Frosinone,2024-04-17,74,92744
1934,bancomat,Bar,postepay,844125,Casalattico,Centro,Lazio,Frosinone,2024-04-18,12,37485
1935,carta fedelta,Hotel,contante,740914,Casalattico,Centro,Lazio,Frosinone,2024-04-19,34,151141
1936,visa,Stabilimento Balneare,bancomat,693216,Casalattico,Centro,Lazio,Frosinone,2024-04-20,93,201493
1937,postepay,Pasticceria,satispay,556521,Casalattico,Centro,Lazio,Frosinone,2024-04-21,71,95554
1938,paypal,Ristorante,postepay,902751,Casalattico,Centro,Lazio,Frosinone,2024-04-22,81,68104
1939,satispay,Enoteca,paypal,453215,Casalattico,Centro,Lazio,Frosinone,2024-04-23,83,206594
1940,contante,Ristorante,buono pasto,101069,Fontana Liri,Centro,Lazio,Frosinone,2024-04-24,16,40340
1941,buono pasto,Pasticceria,maestro,604952,Fontana Liri,Centro,Lazio,Frosinone,2024-04-25,94,284872
1942,maestro,Pasticceria,carta fedelta,506885,Fontana Liri,Centro,Lazio,Frosinone,2024-04-26,16,156572
1943,mastercard,Hotel,buono pasto,852905,Fontana Liri,Centro,Lazio,Frosinone,2024-04-27,23,230407
1944,bancomat,Pasticceria,buono pasto,474713,Fontana Liri,Centro,Lazio,Frosinone,2024-04-28,48,25954
1945,carta fedelta,Hotel,maestro,489766,Fontana Liri,Centro,Lazio,Frosinone,2024-04-29,49,56964
1946,visa,Pizzeria,paypal,627190,Fontana Liri,Centro,Lazio,Frosinone,2024-04-30,66,196015
1947,postepay,Hotel,postepay,49990,Fontana Liri,Centro,Lazio,Frosinone,2024-05-01,44,13638
1948,paypal,Hotel,visa,850596,Fontana Liri,Centro,Lazio,Frosinone,2024-05-02,97,421495
1949,satispay,Hotel,buono pasto,215438,Fontana Liri,Centro,Lazio,Frosinone,2024-05-03,83,54998
1950,contante,Ristorante,bancomat,470947,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-04,23,70613
1951,buono pasto,Pasticceria,maestro,596992,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-05,52,198674
1952,maestro,Stabilimento Balneare,visa,545995,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-06,28,106590
1953,mastercard,Pizzeria,paypal,665377,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-07,56,3663
1954,bancomat,Ristorante,maestro,828771,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-08,28,359887
1955,carta fedelta,Pizzeria,satispay,518256,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-09,96,100117
1956,visa,Stabilimento Balneare,contante,959529,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-10,38,263311
1957,postepay,Ristorante,paypal,380704,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-11,11,22846
1958,paypal,Pasticceria,carta fedelta,253082,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-12,39,48261
1959,satispay,Pasticceria,satispay,40508,Giuliano di Roma,Centro,Lazio,Frosinone,2024-05-13,88,16521
1960,contante,Hotel,maestro,38448,Roccasecca,Centro,Lazio,Frosinone,2024-05-14,89,5793
1961,buono pasto,Stabilimento Balneare,satispay,614596,Roccasecca,Centro,Lazio,Frosinone,2024-05-15,86,89292
1962,maestro,Ristorante,satispay,102392,Roccasecca,Centro,Lazio,Frosinone,2024-05-16,13,2442
1963,mastercard,Stabilimento Balneare,bancomat,306537,Roccasecca,Centro,Lazio,Frosinone,2024-05-17,41,129652
1964,bancomat,Enoteca,satispay,397528,Roccasecca,Centro,Lazio,Frosinone,2024-05-18,91,188286
1965,carta fedelta,Pizzeria,paypal,870066,Roccasecca,Centro,Lazio,Frosinone,2024-05-19,73,348431
1966,visa,Bar,visa,170562,Roccasecca,Centro,Lazio,Frosinone,2024-05-20,76,72331
1967,postepay,Bar,paypal,100845,Roccasecca,Centro,Lazio,Frosinone,2024-05-21,31,35720
1968,paypal,Pasticceria,mastercard,164872,Roccasecca,Centro,Lazio,Frosinone,2024-05-22,45,79967
1969,satispay,Ristorante,bancomat,105589,Roccasecca,Centro,Lazio,Frosinone,2024-05-23,70,35679
1970,contante,Bar,maestro,213985,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-24,32,80269
1971,buono pasto,Pizzeria,buono pasto,105422,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-25,50,37666
1972,maestro,Pasticceria,mastercard,158658,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-26,47,12256
1973,mastercard,Ristorante,maestro,314005,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-27,37,58061
1974,bancomat,Ristorante,maestro,318099,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-28,25,113052
1975,carta fedelta,Stabilimento Balneare,contante,974740,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-29,81,417239
1976,visa,Pizzeria,bancomat,180128,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-30,4,15054
1977,postepay,Pizzeria,buono pasto,202489,Vico nel Lazio,Centro,Lazio,Frosinone,2024-05-31,64,11575
1978,paypal,Enoteca,maestro,714500,Vico nel Lazio,Centro,Lazio,Frosinone,2024-06-01,9,336502
1979,satispay,Pizzeria,contante,147161,Vico nel Lazio,Centro,Lazio,Frosinone,2024-06-02,46,65912
1980,contante,Hotel,contante,306092,Montereale,Sud,Abruzzo,L'Aquila,2024-06-03,81,91649
1981,buono pasto,Pizzeria,contante,57748,Montereale,Sud,Abruzzo,L'Aquila,2024-06-04,88,1802
1982,maestro,Pasticceria,visa,197023,Montereale,Sud,Abruzzo,L'Aquila,2024-06-05,53,50073
1983,mastercard,Pizzeria,buono pasto,698461,Montereale,Sud,Abruzzo,L'Aquila,2024-06-06,64,33352
1984,bancomat,Enoteca,contante,256590,Montereale,Sud,Abruzzo,L'Aquila,2024-06-07,20,125485
1985,carta fedelta,Ristorante,contante,105426,Montereale,Sud,Abruzzo,L'Aquila,2024-06-08,28,39341
1986,visa,Enoteca,satispay,624507,Montereale,Sud,Abruzzo,L'Aquila,2024-06-09,17,288933
1987,postepay,Enoteca,satispay,246056,Montereale,Sud,Abruzzo,L'Aquila,2024-06-10,79,47316
1988,paypal,Ristorante,mastercard,719847,Montereale,Sud,Abruzzo,L'Aquila,2024-06-11,4,296431
1989,satispay,Pizzeria,carta fedelta,459991,Montereale,Sud,Abruzzo,L'Aquila,2024-06-12,48,130788
1990,contante,Bar,satispay,559258,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-13,8,49899
1991,buono pasto,Pasticceria,carta fedelta,26858,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-14,44,8418
1992,maestro,Pasticceria,mastercard,764864,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-15,57,226298
1993,mastercard,Ristorante,paypal,354623,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-16,82,120326
1994,bancomat,Hotel,visa,330856,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-17,14,145386
1995,carta fedelta,Enoteca,buono pasto,78371,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-18,42,35933
1996,visa,Pizzeria,mastercard,938241,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-19,95,317790
1997,postepay,Hotel,carta fedelta,583230,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-20,80,257543
1998,paypal,Pasticceria,contante,120657,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-21,89,59370
1999,satispay,Pasticceria,mastercard,105178,Pescocostanzo,Sud,Abruzzo,L'Aquila,2024-06-22,73,6498
2000,contante,Stabilimento Balneare,satispay,982481,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-23,53,444370
2001,buono pasto,Enoteca,mastercard,546675,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-24,6,248952
2002,maestro,Enoteca,mastercard,414180,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-25,41,140422
2003,mastercard,Bar,contante,865910,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-26,30,334819
2004,bancomat,Pasticceria,bancomat,582119,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-27,61,244271
2005,carta fedelta,Pasticceria,visa,385442,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-28,98,85646
2006,visa,Enoteca,maestro,141717,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-29,60,36745
2007,postepay,Ristorante,satispay,449434,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-06-30,13,211000
2008,paypal,Hotel,visa,601127,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-07-01,57,121291
2009,satispay,Enoteca,maestro,279084,Pratola Peligna,Sud,Abruzzo,L'Aquila,2024-07-02,37,5627
2010,contante,Ristorante,carta fedelta,687881,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-03,86,58247
2011,buono pasto,Hotel,contante,536560,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-04,62,256365
2012,maestro,Hotel,visa,86464,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-05,49,33954
2013,mastercard,Bar,visa,321721,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-06,75,102268
2014,bancomat,Pizzeria,buono pasto,461240,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-07,71,156394
2015,carta fedelta,Bar,mastercard,275697,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-08,93,52554
2016,visa,Enoteca,postepay,183405,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-09,41,39374
2017,postepay,Stabilimento Balneare,contante,330103,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-10,98,164962
2018,paypal,Pizzeria,paypal,601740,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-11,17,71585
2019,satispay,Bar,maestro,120987,Penna Sant'Andrea,Sud,Abruzzo,Teramo,2024-07-12,69,45437
2020,contante,Bar,mastercard,534244,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-13,86,228249
2021,buono pasto,Bar,buono pasto,579478,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-14,85,101920
2022,maestro,Enoteca,buono pasto,197818,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-15,28,59815
2023,mastercard,Stabilimento Balneare,mastercard,35855,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-16,26,12476
2024,bancomat,Stabilimento Balneare,mastercard,657396,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-17,79,5376
2025,carta fedelta,Hotel,buono pasto,726150,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-18,37,335840
2026,visa,Enoteca,bancomat,577875,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-19,9,248585
2027,postepay,Pasticceria,contante,920844,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-20,79,45925
2028,paypal,Enoteca,carta fedelta,165899,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-21,12,61712
2029,satispay,Enoteca,postepay,374535,Rocca Santa Maria,Sud,Abruzzo,Teramo,2024-07-22,26,16475
2030,contante,Enoteca,maestro,62643,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-23,75,23493
2031,buono pasto,Ristorante,contante,746,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-24,21,194
2032,maestro,Enoteca,visa,317211,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-25,91,79742
2033,mastercard,Stabilimento Balneare,bancomat,354387,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-26,26,72496
2034,bancomat,Pasticceria,satispay,636719,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-27,11,182302
2035,carta fedelta,Pizzeria,visa,397008,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-28,84,26780
2036,visa,Enoteca,contante,456015,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-29,52,91559
2037,postepay,Pizzeria,carta fedelta,418949,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-30,36,178726
2038,paypal,Pasticceria,mastercard,510227,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-07-31,53,145311
2039,satispay,Stabilimento Balneare,mastercard,623066,Roseto degli Abruzzi,Sud,Abruzzo,Teramo,2024-08-01,47,300480
2040,contante,Stabilimento Balneare,paypal,668666,Corvara,Sud,Abruzzo,Pescara,2024-08-02,38,51961
2041,buono pasto,Ristorante,paypal,805386,Corvara,Sud,Abruzzo,Pescara,2024-08-03,39,391258
2042,maestro,Bar,contante,45365,Corvara,Sud,Abruzzo,Pescara,2024-08-04,75,22126
2043,mastercard,Pizzeria,paypal,13322,Corvara,Sud,Abruzzo,Pescara,2024-08-05,89,6425
2044,bancomat,Pizzeria,buono pasto,768115,Corvara,Sud,Abruzzo,Pescara,2024-08-06,50,260949
2045,carta fedelta,Stabilimento Balneare,satispay,181310,Corvara,Sud,Abruzzo,Pescara,2024-08-07,73,35534
2046,visa,Pizzeria,bancomat,462959,Corvara,Sud,Abruzzo,Pescara,2024-08-08,69,68850
2047,postepay,Enoteca,bancomat,233772,Corvara,Sud,Abruzzo,Pescara,2024-08-09,37,33578
2048,paypal,Stabilimento Balneare,paypal,835262,Corvara,Sud,Abruzzo,Pescara,2024-08-10,49,278516
2049,satispay,Ristorante,carta fedelta,373265,Corvara,Sud,Abruzzo,Pescara,2024-08-11,63,42510
2050,contante,Stabilimento Balneare,paypal,360607,Casacanditella,Sud,Abruzzo,Chieti,2024-08-12,94,128485
2051,buono pasto,Pizzeria,bancomat,998391,Casacanditella,Sud,Abruzzo,Chieti,2024-08-13,89,349193
2052,maestro,Pasticceria,satispay,128454,Casacanditella,Sud,Abruzzo,Chieti,2024-08-14,92,25155
2053,mastercard,Hotel,contante,9861,Casacanditella,Sud,Abruzzo,Chieti,2024-08-15,58,496
2054,bancomat,Pasticceria,mastercard,786111,Casacanditella,Sud,Abruzzo,Chieti,2024-08-16,69,242814
2055,carta fedelta,Pasticceria,maestro,323725,Casacanditella,Sud,Abruzzo,Chieti,2024-08-17,24,26189
2056,visa,Bar,carta fedelta,472542,Casacanditella,Sud,Abruzzo,Chieti,2024-08-18,50,218202
2057,postepay,Enoteca,bancomat,295421,Casacanditella,Sud,Abruzzo,Chieti,2024-08-19,16,93028
2058,paypal,Enoteca,visa,996453,Casacanditella,Sud,Abruzzo,Chieti,2024-08-20,22,151649
2059,satispay,Bar,paypal,57297,Casacanditella,Sud,Abruzzo,Chieti,2024-08-21,30,7163
2060,contante,Hotel,carta fedelta,155751,Gamberale,Sud,Abruzzo,Chieti,2024-08-22,57,58642
2061,buono pasto,Hotel,bancomat,905121,Gamberale,Sud,Abruzzo,Chieti,2024-08-23,54,132069
2062,maestro,Ristorante,paypal,143593,Gamberale,Sud,Abruzzo,Chieti,2024-08-24,53,21700
2063,mastercard,Bar,maestro,271720,Gamberale,Sud,Abruzzo,Chieti,2024-08-25,44,120484
2064,bancomat,Ristorante,mastercard,799362,Gamberale,Sud,Abruzzo,Chieti,2024-08-26,30,52475
2065,carta fedelta,Stabilimento Balneare,contante,54391,Gamberale,Sud,Abruzzo,Chieti,2024-08-27,70,24230
2066,visa,Stabilimento Balneare,visa,733019,Gamberale,Sud,Abruzzo,Chieti,2024-08-28,13,298096
2067,postepay,Enoteca,carta fedelta,715033,Gamberale,Sud,Abruzzo,Chieti,2024-08-29,23,150780
2068,paypal,Bar,maestro,358049,Gamberale,Sud,Abruzzo,Chieti,2024-08-30,97,126688
2069,satispay,Pizzeria,mastercard,683575,Gamberale,Sud,Abruzzo,Chieti,2024-08-31,34,193167
2070,contante,Enoteca,mastercard,4589,Gissi,Sud,Abruzzo,Chieti,2024-09-01,35,1203
2071,buono pasto,Pizzeria,maestro,990730,Gissi,Sud,Abruzzo,Chieti,2024-09-02,53,451497
2072,maestro,Hotel,buono pasto,917301,Gissi,Sud,Abruzzo,Chieti,2024-09-03,100,142173
2073,mastercard,Bar,buono pasto,388004,Gissi,Sud,Abruzzo,Chieti,2024-09-04,52,33284
2074,bancomat,Ristorante,mastercard,462867,Gissi,Sud,Abruzzo,Chieti,2024-09-05,78,164931
2075,carta fedelta,Pizzeria,visa,407490,Gissi,Sud,Abruzzo,Chieti,2024-09-06,28,192214
2076,visa,Pizzeria,mastercard,455555,Gissi,Sud,Abruzzo,Chieti,2024-09-07,92,61345
2077,postepay,Ristorante,buono pasto,634286,Gissi,Sud,Abruzzo,Chieti,2024-09-08,60,130451
2078,paypal,Pasticceria,maestro,3477,Gissi,Sud,Abruzzo,Chieti,2024-09-09,66,844
2079,satispay,Bar,postepay,269265,Gissi,Sud,Abruzzo,Chieti,2024-09-10,2,19567
2080,contante,Hotel,paypal,166927,Rosello,Sud,Abruzzo,Chieti,2024-09-11,78,20070
2081,buono pasto,Pasticceria,buono pasto,805416,Rosello,Sud,Abruzzo,Chieti,2024-09-12,6,179501
2082,maestro,Enoteca,satispay,887093,Rosello,Sud,Abruzzo,Chieti,2024-09-13,78,252868
2083,mastercard,Hotel,contante,721957,Rosello,Sud,Abruzzo,Chieti,2024-09-14,37,211106
2084,bancomat,Enoteca,mastercard,520,Rosello,Sud,Abruzzo,Chieti,2024-09-15,35,21
2085,carta fedelta,Enoteca,maestro,588850,Rosello,Sud,Abruzzo,Chieti,2024-09-16,82,260892
2086,visa,Hotel,maestro,6759,Rosello,Sud,Abruzzo,Chieti,2024-09-17,23,1075
2087,postepay,Pasticceria,satispay,349472,Rosello,Sud,Abruzzo,Chieti,2024-09-18,81,150484
2088,paypal,Ristorante,buono pasto,961653,Rosello,Sud,Abruzzo,Chieti,2024-09-19,52,116332
2089,satispay,Ristorante,paypal,65332,Rosello,Sud,Abruzzo,Chieti,2024-09-20,78,16134
2090,contante,Hotel,maestro,689825,Treglio,Sud,Abruzzo,Chieti,2024-09-21,17,237809
2091,buono pasto,Ristorante,mastercard,930300,Treglio,Sud,Abruzzo,Chieti,2024-09-22,88,217004
2092,maestro,Hotel,visa,227565,Treglio,Sud,Abruzzo,Chieti,2024-09-23,46,13325
2093,mastercard,Ristorante,contante,207708,Treglio,Sud,Abruzzo,Chieti,2024-09-24,70,69336
2094,bancomat,Pasticceria,contante,773937,Treglio,Sud,Abruzzo,Chieti,2024-09-25,78,212348
2095,carta fedelta,Bar,paypal,245794,Treglio,Sud,Abruzzo,Chieti,2024-09-26,18,27460
2096,visa,Ristorante,carta fedelta,2237,Treglio,Sud,Abruzzo,Chieti,2024-09-27,66,1000
2097,postepay,Enoteca,satispay,443918,Treglio,Sud,Abruzzo,Chieti,2024-09-28,52,112463
2098,paypal,Enoteca,mastercard,695018,Treglio,Sud,Abruzzo,Chieti,2024-09-29,94,179831
2099,satispay,Ristorante,buono pasto,90708,Treglio,Sud,Abruzzo,Chieti,2024-09-30,39,37973
2100,contante,Pasticceria,paypal,506252,Casacalenda,Sud,Molise,Campobasso,2024-10-01,57,99171
2101,buono pasto,Bar,mastercard,904216,Casacalenda,Sud,Molise,Campobasso,2024-10-02,97,389810
2102,maestro,Bar,postepay,874090,Casacalenda,Sud,Molise,Campobasso,2024-10-03,53,102186
2103,mastercard,Ristorante,visa,952848,Casacalenda,Sud,Molise,Campobasso,2024-10-04,14,333614
2104,bancomat,Ristorante,mastercard,32362,Casacalenda,Sud,Molise,Campobasso,2024-10-05,3,10109
2105,carta fedelta,Pizzeria,buono pasto,339356,Casacalenda,Sud,Molise,Campobasso,2024-10-06,77,158186
2106,visa,Stabilimento Balneare,maestro,275358,Casacalenda,Sud,Molise,Campobasso,2024-10-07,19,67097
2107,postepay,Pizzeria,visa,425527,Casacalenda,Sud,Molise,Campobasso,2024-10-08,50,126878
2108,paypal,Enoteca,paypal,57766,Casacalenda,Sud,Molise,Campobasso,2024-10-09,53,1848
2109,satispay,Bar,satispay,866272,Casacalenda,Sud,Molise,Campobasso,2024-10-10,11,145752
2110,contante,Stabilimento Balneare,bancomat,819249,Montagano,Sud,Molise,Campobasso,2024-10-11,80,179770
2111,buono pasto,Enoteca,paypal,980128,Montagano,Sud,Molise,Campobasso,2024-10-12,29,89761
2112,maestro,Hotel,visa,881850,Montagano,Sud,Molise,Campobasso,2024-10-13,55,217272
2113,mastercard,Stabilimento Balneare,maestro,237343,Montagano,Sud,Molise,Campobasso,2024-10-14,90,91701
2114,bancomat,Pasticceria,bancomat,156502,Montagano,Sud,Molise,Campobasso,2024-10-15,3,21315
2115,carta fedelta,Ristorante,mastercard,329599,Montagano,Sud,Molise,Campobasso,2024-10-16,8,117385
